user,time,gt,pred,pred_label
85.0,0.0022607797291129827,0.6666666865348816,0.014829828403890133,0.044489484280347824
41.0,0.0024391256738454103,0.0,0.012476781383156776,0.03743034601211548
5.0,0.002737046219408512,1.0,0.010378287173807621,0.031134862452745438
101.0,0.002873110119253397,0.3333333432674408,0.014103333465754986,0.04230999946594238
1.0,0.003317279042676091,0.3333333432674408,0.01858946681022644,0.05576840043067932
56.0,0.0033687676768749952,1.0,0.013578329235315323,0.04073498770594597
127.0,0.00346814701333642,1.0,0.01529095321893692,0.04587285965681076
70.0,0.0035933086182922125,0.0,0.014553884044289589,0.043661653995513916
268.0,0.003901761956512928,1.0,0.01175567228347063,0.03526701778173447
27.0,0.00412295525893569,1.0,0.014967444352805614,0.04490233212709427
240.0,0.004228019155561924,0.0,0.013542811386287212,0.04062843322753906
30.0,0.004360387101769447,0.3333333432674408,0.016163915395736694,0.04849174618721008
70.0,0.004612601827830076,0.0,0.014540446922183037,0.04362133890390396
30.0,0.005191595759242773,0.0,0.016202449798583984,0.04860734939575195
7.0,0.0052100843749940395,1.0,0.020926430821418762,0.06277929246425629
61.0,0.005417419131845236,0.0,0.014572277665138245,0.043716832995414734
104.0,0.005939272232353687,0.0,0.017069056630134583,0.05120716989040375
26.0,0.0060273692943155766,0.0,0.014928278513252735,0.04478483647108078
33.0,0.006162889301776886,0.0,0.016896763816475868,0.050690293312072754
217.0,0.006272562313824892,0.0,0.01346016675233841,0.04038050025701523
60.0,0.006277409847825766,0.6666666865348816,0.01605176366865635,0.0481552928686142
64.0,0.006477625109255314,0.6666666865348816,0.018355485051870346,0.05506645515561104
96.0,0.006552580744028091,0.0,0.013589667156338692,0.040769003331661224
5.0,0.007053445093333721,0.0,0.009981934912502766,0.02994580566883087
52.0,0.007560330908745527,0.3333333432674408,0.015001164749264717,0.0450034961104393
203.0,0.007828055880963802,0.3333333432674408,0.014249791391193867,0.042749375104904175
8.0,0.008655666373670101,0.0,0.016594767570495605,0.049784302711486816
277.0,0.008796392939984798,0.6666666865348816,0.01432802714407444,0.04298408329486847
22.0,0.009063542820513248,0.0,0.01604103110730648,0.04812309145927429
8.0,0.009183921851217747,0.3333333432674408,0.016532588750123978,0.04959776625037193
165.0,0.009342213161289692,0.6666666865348816,0.012850316241383553,0.03855095058679581
85.0,0.009620895609259605,0.3333333432674408,0.014203958213329315,0.042611874639987946
85.0,0.009625819511711597,0.3333333432674408,0.014182412065565586,0.04254723712801933
85.0,0.009636471047997475,0.6666666865348816,0.014236546121537685,0.04270963743329048
85.0,0.009927022270858288,0.3333333432674408,0.01425809133797884,0.042774274945259094
80.0,0.010076477192342281,0.3333333432674408,0.01499381847679615,0.0449814572930336
4.0,0.010201931931078434,0.6666666865348816,0.01843750849366188,0.05531252548098564
70.0,0.010909326374530792,0.3333333432674408,0.014017516747117043,0.04205255210399628
96.0,0.011730687692761421,0.3333333432674408,0.013556203804910183,0.040668610483407974
209.0,0.011826305650174618,0.3333333432674408,0.009829148650169373,0.029487445950508118
22.0,0.012132477015256882,0.3333333432674408,0.016004439443349838,0.048013318330049515
80.0,0.012370669282972813,0.3333333432674408,0.015128296799957752,0.04538489133119583
134.0,0.012470527552068233,0.3333333432674408,0.014330407604575157,0.04299122095108032
30.0,0.012553374283015728,0.3333333432674408,0.015802061185240746,0.04740618169307709
57.0,0.012617764994502068,0.6666666865348816,0.013555217534303665,0.040665652602910995
52.0,0.01282958872616291,1.0,0.01525350846350193,0.04576052725315094
48.0,0.013136965222656727,0.0,0.013164464384317398,0.039493393152952194
8.0,0.013436049222946167,1.0,0.01689162105321884,0.050674863159656525
57.0,0.013581667095422745,0.3333333432674408,0.013637559488415718,0.0409126803278923
215.0,0.014210258610546589,1.0,0.01547851599752903,0.04643554985523224
82.0,0.014239649288356304,0.6666666865348816,0.016064396128058434,0.04819318652153015
27.0,0.014987912960350513,0.3333333432674408,0.01440996490418911,0.04322989284992218
58.0,0.015123248100280762,0.3333333432674408,0.015862606465816498,0.04758781939744949
81.0,0.015729688107967377,0.0,0.015355752781033516,0.0460672602057457
